year,commentid,form_letter,org_type,comment,stance_1_cat3
2017,FNS-2017-0021-0584,nan,Constituent,I am appalled at the consideration to allow our children's health to be compromised after the hard fought strides made to insure they receive healthier nutrition at school!! I am a mother of two & grandmother of four...Do not take away the improvements already made toward healthier standards!!!,In favor of original HHFKA
2017,FNS-2017-0021-0585,nan,Constituent,My wife and i have both worked with kids that the healthiest  meal of of the day is school lunch you are condemning their kids to miss evan more nutrients than they already do if anything you should strengthen the nutritional standards thankyou ,In favor of original HHFKA
2017,FNS-2017-0021-0587,nan,Constituent,"lower income children have it bad enough.  Please do not hurt what nutrition they get from schools, for some this is all they get to eat.",In favor of original HHFKA
2017,FNS-2017-0021-0594,nan,Constituent,do not weaken school meals.,In favor of original HHFKA
2017,FNS-2017-0021-0596,nan,Constituent,"   Please maintain strong nutritional standards for meals served in schools. Do not allow schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat and thereby weaken current dietary guidelines. For many low-income children school meal provide their only opportunity to get nutritional, well-balanced meals.",In favor of original HHFKA
2017,FNS-2017-0021-0597,nan,Constituent,"Keep school nutrition rules strong for our children. Do not give in to agribusiness. Follow AAP guidelines.
",In favor of original HHFKA
2017,FNS-2017-0021-0598,nan,Constituent,"For the health of Latino and all children, I demand that the USDA maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many kids who live in poverty, school is their only chance to get a well-balanced meal. Thats why it is imperative to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.
A government cannot be pro life during pregnancy and demonstrate repeatedly that they dont give a damn about children once they are born. The governments positions are contradictory and illogical. Try to get this one right for kids!",In favor of original HHFKA
2017,FNS-2017-0021-0603,nan,Constituent,"KEEP SCHOOL LUNCHES VERY HEALTHY; DO NOT DILUTE CURRENT, AND TAKE KATSUP OFF THE VEGETABLE LIST. 
DO WHAT YOU WOULD WANT YOUR OWN KIDS TO HAVE.  
THANK YOU
HAPPY HOLYDAYS.",In favor of original HHFKA
2017,FNS-2017-0021-0604,nan,Constituent,Please do not the crease the amount or the nutritional value of the food being served in the kid's lunch program.  Foe many of them the food they get at school is all the food they will get for the day!  They need breakfast and lunch! And don't be stingy about it!,In favor of original HHFKA
2017,FNS-2017-0021-0605,nan,Constituent,"For the health of all our children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many poor kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school foods.
All American children should have access to healthy and nutritional foods while in school. 
",In favor of original HHFKA
2017,FNS-2017-0021-0608,nan,Constituent,"Don't weaken nutritional standards. For many children, school lunch is the only balanced meal they get, and good nutrition makes for better study habits because children who eat well are less likely to be falling asleep at their desks or acting restless because of inadequate nutrition or bouncing off the walls because of too much sugar and carbs and not enough vitamins and protein.",In favor of original HHFKA
2017,FNS-2017-0021-0610,nan,Constituent,SO VERY WRONG!!!,In favor of original HHFKA
2017,FNS-2017-0021-0612,nan,Constituent,"For the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 5 families live in poverty, and are food insecure, according to a 2017 Salud America! research review. For many children, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0613,nan,Constituent,"Removing funding for school lunches to give tax breaks to the wealthy and corporations is so unethical it strains the ability to denounce it.  I cannot imagine how these legislators sleep at night, committing such crimes against the poor.  Please consider that the minds and bodies of young children who will be responsible for the work of this nation are critically in need of good nutrition during their developmental years.  If their needs are not met, we will no longer have a body of workers capable of growing the economy this president seems to be so fond of, paying the taxes to keep government running, and voting in elections for the proper management of our resources.  
These cuts are so disgusting it boggles the mind.
Sincerely,
Mary E. Yeck",In favor of original HHFKA
2017,FNS-2017-0021-0615,nan,Constituent,Why would you want to change a program that is working?,In favor of original HHFKA
2017,FNS-2017-0021-0620,nan,Constituent,"For the health of our children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. For many kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0622,nan,Constituent,Stop trying to roll back the progress that has been made. So our children can eat healthy. Stop trying to hurt our children.,In favor of original HHFKA
2017,FNS-2017-0021-0623,nan,Constituent,"I'm writing today to ask you not to cut school nutrition programs for children. Children and families rely on these programs. Thanks to today's barely-there incomes, families struggle to provide enough food, quality food for their children. Schools around the country are all too aware of this situation, and understand the need for children to have access to quality, nutritious food if they are to succeed in life. Too many families are unable to provide the basics for their children, and must rely on these programs to help provide what they cannot. Cutting these programs would harm children, and working families. It's both reckless, and unconscionable that these programs would be cut, or eliminated.
Thank you for your consideration.",In favor of original HHFKA
2017,FNS-2017-0021-0629,nan,Constituent,Stop this shit.,In favor of original HHFKA
2017,FNS-2017-0021-0633,nan,Constituent,Many of our children are dependent on school feeding programs to obtain enough nutrtion. It's important that their food is healthy.Please do not lower standards to satisfy corporate interests. Thank You--,In favor of original HHFKA
2017,FNS-2017-0021-0637,nan,Constituent,"A new USDA rule could weaken school food nutrition standards. 
The interim rule, effective 2018-2019, would allow schools to serve 1% and nonfat flavored and non-flavored milk, apply for an exemption to serve refined grains over whole grains, and allow schools to not reduce salt levels in meals. 
Health experts say this rolls back progress to improve school nutrition and childrens health. 
Copy and tweak this model public comment from our Salud America! research team, then click the ""submit button"" to paste it to USDAs website: 
For the health of Latino and all children, we urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many Latino kids, school is their only chance to get a well-balanced meal. Thats why we urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food. 
",In favor of original HHFKA
2017,FNS-2017-0021-0642,nan,Constituent,"I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. For many kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food. 
My children eat breakfast and lunch at their respective schools. They may not always enjoy the foods, but that has more to do with schools essentially reheating frozen tasteless meals, but I know I can count on my children at least receiving the nutrients they need throughout the day. While I may be able to understand using enriched grains over whole-wheat as they are generally cheaper there is not the same justification for flavored milk, 1% milk and extra salt in foods. Are we so lazy that we cannot think of ways to make foods enjoyable AND nutritious? Are we so blas about obesity in this country that the government feels this is not a priority? Is the science so weak, or has no one bothered to read it, that the government does not understand the magnitude of early intervention of proper nutrition? I choose not to believe that my own government could be so ignorant and unfeeling. I choose to believe that you will do what is right for our nation's children. Why I am sure they would like ketchup to be a vegetable and greasy, salty comfort foods at every meal, I am equally as sure that both elected and appointed officials understand that as adults, we have to do what is best which is not always the same as what is wanted. ",In favor of original HHFKA
2017,FNS-2017-0021-0643,nan,Constituent,"
        I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many children, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food. ",In favor of original HHFKA
2017,FNS-2017-0021-0646,nan,Constituent," I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. ",In favor of original HHFKA
2017,FNS-2017-0021-0648,nan,Constituent,WE ALL KNOW THIS SHOULD NOT  BE HAPPENING,In favor of original HHFKA
2017,FNS-2017-0021-0654,nan,Constituent,"For the health of  all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many Latino kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0668,nan,Constituent,"Do not reduce the the rules on sugar, salt, and wholesome grains in children's lunches. For too many children the lunch program is their only healthful meal of the day. Rather, strengthen the health of school lunches by mandating fresh fruits and vegetable, and grain fed  meats in the preparation of school lunches.",In favor of original HHFKA
2017,FNS-2017-0021-0669,nan,Constituent,"For the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would be a contradiction of the current dietary guidelines.  This step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. Many Latino families live in poverty,  and many are food insecure, according to a 2017 Salud America! research review. For many Latino kids,and many others, school is their only chance to get a well-balanced meal. Please keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.
",In favor of original HHFKA
2017,FNS-2017-0021-0670,nan,Constituent,"As a former public health nurse and a child development specialist, the importance of eating habits established in early childhood on the nations health is something I have witnessed personally. Preferences are established early and hard to change in adults. Wrong choices encouraged by the food industry over many years have promoted heart disease, cancer, non-alcoholic fatty liver disease, and poor dental health. These habits cost the nation millions of dollars as well as unnecessary pain and suffering.",In favor of original HHFKA
2017,FNS-2017-0021-0674,nan,Constituent,"Children, especially Latinos,  need good nutrition at school.  That means low salt, whole milk and whole grains. I would do this for my children and I eat this way myself.  It only makes sense to give growing children good food.  Makes them better students  and able to go on and have productive lives.",In favor of original HHFKA
2017,FNS-2017-0021-0681,nan,Constituent,"I am concerned at news that schools may be able to apply for an exemption allowing them to substitute refined grain foods for whole grain foods.  Please do not make this change; many children living in poverty rely on publicly funded meals at school to help address their nutritional needs, deficiencies and day to day hunger.  Whole grain foods naturally provide more nutrients and fiber than refined foods.  Micronutrients are important for all of us but especially for growing children.  Fiber is important as it has inherent health benefits but also helps people feel satisfied for longer, which can help reduce overeating if nutrient poor foods.  Fiber helps slow the release of sugars into the bloodstream which helps reduce insulin resistance.
Many children dont have a support structure that teaches them about healthy eating; like anything else, the way we eat is habitual.  We must model healthier food choices so children will incorporate good habits. 
I also want to urge that children should be encouraged to avoid unnecessary sugars, including in milk which ch is already high in natural sugar.
Thank you for your time and for the opportunity to comment.",In favor of original HHFKA
2017,FNS-2017-0021-0685,nan,Constituent,This is so terribly WRONG !!!!!,In favor of original HHFKA
2017,FNS-2017-0021-0691,nan,Constituent,"Please keep school nutrition standards high.  A nutritious diet keeps children healthy and improves their ability to function at school, home and in society.",In favor of original HHFKA
2017,FNS-2017-0021-0694,nan,Constituent,Children need nutritious food to maintain focus while in school.  Reducing nutritious meals for children sets them up for failure and there is nothing smart about that decision.  Leave nutritious meals on every school menu.,In favor of original HHFKA
2017,FNS-2017-0021-0696,nan,Constituent,"I ask the USDA to maintain strong nutrition standards for meals served in schools.
About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure. For many Latino kids, and other at risk children, school is their only chance to get a well-balanced meal.
Promoting a healthy lifestyle, a healthy weight, and overall health equity is a significant benefit for ALL of us who live in New Mexico in the long run. 
Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0697,nan,Constituent,"Please do not weaken school meal standards.  Our children need better Whole Foods with less preservatives and healthier choices, nothing less.  Their ability to focus and stay on task have proven to improve with better meal intake.  We have an epidemic of childhood obesity and the lower income are affected more because of inaccessibility or lack of affordable choice.  Please help our future by preventing food borne diseases like obesity, diabetes, hypertension, etc.
Thank you and please keep our nations childrens health, education and best interest in mind when making changes to vital programs such as this.",In favor of original HHFKA
2017,FNS-2017-0021-0701,nan,Constituent,Please continue to support and help child nutrition programs.,In favor of original HHFKA
2017,FNS-2017-0021-0702,nan,Constituent,"I'm very concerned that my grandchildren's lunches will go backwards as far as nutrition & quality. For many of the poor, these meals may be their only ones. Please make more regulations to protect those without a voice.",In favor of original HHFKA
2017,FNS-2017-0021-0703,nan,Constituent," healthy children not false savings
Please preserve highest standards  for whole grains and healthy foods in our schools",In favor of original HHFKA
2017,FNS-2017-0021-0708,nan,Constituent,"We need to protect the health of our children (my own children are in their 30's, I'm talking about the children of our country). We need to feed them well so that they may learn well and become productive adult citizens.
Rolling back standards to feed them junk food serves only corporate profiteering.
Take care of our children over corporate profiteering!
",In favor of original HHFKA
2017,FNS-2017-0021-0709,nan,Constituent,"For the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity.  For many  kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0714,nan,Constituent,"Please continue the standards for school lunches that require the serving of real milk, not powders, whole grains vs. refined grains, and low sodium. Our children deserve the best in food for healthy growth and learning.Health experts say these are healthier food offerings for children and these are well known facts! Do not turn your back on our children!",In favor of original HHFKA
2017,FNS-2017-0021-0720,nan,Constituent,We need to help kids eat healthier and healthy school meals are critical to that goal. Just because the Obama administration did it doesn't mean that we need to get rid of it. ,In favor of original HHFKA
2017,FNS-2017-0021-0722,nan,Constituent,maintain strong standards for school meals,In favor of original HHFKA
2017,FNS-2017-0021-0726,nan,Constituent,"Our school children need well-balanced meals every single day!  Those provided for school lunches should be meeting their nutrition needs every single day, as well!  Parents everywhere are counting on those meals for their precious children!!!",In favor of original HHFKA
2017,FNS-2017-0021-0728,nan,Constituent,"For the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. For many kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0731,nan,Constituent,"Please do not weaken the nutrition standards for school meals. 
We need kids to be able to learn. Filling them with sugary, no nutrient meals will not let them achieve. Kids who do not make it through school become an economic burden to society.
Thank you.",In favor of original HHFKA
2017,FNS-2017-0021-0732,nan,Constituent,"You are what you eat is not just a clever adage. Its true.
School children, especially those living in impoverished circumstances, need good nutrition. It has been shown in schools across this country that children who eat nutritious meals at school  full of fresh fruits and vegetables, whole grains, low fat, low sodium  perform at a higher level academically, even if they get very little at home. 
In order for children to grow into healthy, productive, successful adults, they need foods that nurture their growing minds and bodies. Our society is healthier when its citizens are healthy.
Please do not relax your current dietary guidelines to save a few dollars. In the long run, the price is MUCH HIGHER. For EVERYONE. (And its the right thing to do.)
Thank you.",In favor of original HHFKA
2017,FNS-2017-0021-0740,nan,Constituent,Stop this insanity!,In favor of original HHFKA
2017,FNS-2017-0021-0741,nan,Constituent, I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.,In favor of original HHFKA
2017,FNS-2017-0021-0748,nan,Constituent,"We have to stop going backwards.  It is well proven what has killed a couple generations of Americans when it comes to the horrible diets and food products developed in this country post WWII. It is also common sense, and likely proven in many studies, that eating habits you develop at a young age will stay with you for life. We can not allow the changes to better food choices in public schools be reversed for the wrong reason, which is normally found with the campaign donations from the industries that are not making as much $ as they would like.",In favor of original HHFKA
2017,FNS-2017-0021-0749,nan,Constituent,"For the health of our children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity.  For many kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.
SUBMIT COMMENT TO USDA
",In favor of original HHFKA
2017,FNS-2017-0021-0754,nan,Constituent,SO many Americans are struggling with their weight & the many illnesses related to being overweight.  It is a difficult battle.  PREVENTION is the best way to approach such problems!  The changes made in the School Lunch program during the last Administration were/are GOOD!  Leave them ALONE!!,In favor of original HHFKA
2017,FNS-2017-0021-0755,nan,Constituent,"I don't believe that the regulations for school meals should be weakened.   There are other ways to ensure that food is not wasted/rejected by students who are not used to better quality food.  A number of school systems are experimenting with those ways.  
Weakening school food standards is nothing more than a concession to food lobbies, including junk food lobbies.  The excuses given on this site for changing the standards sound like they came right out of a corporate lobby playbook.   
There is no room for this kind of corruption in the USDA.  RETAIN CURRENT FOOD STANDARDS IN THE PUBLIC SCHOOLS!",In favor of original HHFKA
2017,FNS-2017-0021-0757,nan,Constituent,"The USA has a very high index of obesity, and that was caused by bad nutrition habits during chilhood. So, if the index was to go lower, the best way to start is to provide kids a decent nutrition plan, and taking away healthy foods like whole grains and low fat milk is definetely not the way to do that. One could make the argument that kids won't eat the healthy foods and starve, because they usually don't look tasty, but if a good health/nutrition education program was provided by schools within all the grade levels, starting even in the elementary level, and involving the parents in it, maybe the population of the USA would have a greater knowledge about it, and kids would be more influenced to eat healthy foods. If teaching is effective, forcing won't be necessary. 
Kayla, Teo, Joshua, health promotion students",In favor of original HHFKA
2017,FNS-2017-0021-0758,nan,Constituent,"It makes no sense to me as a parent why the agency wants to allow increased use of less healthy options for school lunches. We need to be consistent in serving the type of food that we are recommending people eat. It is a false ""fact"" that school districts are not following the guidelines or minimally following them, when 100% of them are following it. If school districts can't follow these guidelines with their buying power and resources, how will we improve nutrition in the U.S.? Supporting Big Food is not the goal of school nutrition programs - it is to support healthy eating habits in youth so they grow up with healthy food options. There is enough advertising targeting youth with bad options - we don't need to help their advertising campaigns. Companies need to change to meet consumers' demand, and if we don't help support the demand for healthier options, that change will not happen.",In favor of original HHFKA
2017,FNS-2017-0021-0763,nan,Constituent,"There is no bigger resource in this country then our children.  Good nutrition is taught in schools so why would we not reinforce that teaching with feeding them the foods we have taught they need to live good healthy lives?
Many in this administration claim to be ProLife but if we are going to reduce the quality of our school lunches this claim is not true as they do not seem to care about children after they are born. 
",In favor of original HHFKA
2017,FNS-2017-0021-0776,nan,Constituent,"For the health of  all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many Latino kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.  We already have too many obese children in the USA.  The standard of health is decreasing.  If good nutrition is not given to children then their future health will be effected.  What you feed the children will effect their behavior.  Give them junk and you have rebellious, uncooperative lethargic,  ill nonthinking  children.  If you give   good nutrition their minds and behavior will be good.  ",In favor of original HHFKA
2017,FNS-2017-0021-0778,nan,Constituent,Keep our school lunch's nutritional complete. ketchup is not a vegetable.,In favor of original HHFKA
2017,FNS-2017-0021-0780,nan,Constituent,"For the health of Latino children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many Latino kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0781,nan,Constituent,Children and teenagers need nutritional foods to be able to learn at their best.  Don't take away their healthy meals.,In favor of original HHFKA
2017,FNS-2017-0021-0783,nan,Constituent,"For the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0784,nan,Constituent,"For the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. For many kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0790,nan,Constituent,"Why are you messing with a successful program?Some of these children only get one meal a day and it's this lunch. 
",In favor of original HHFKA
2017,FNS-2017-0021-0795,nan,Constituent,"Millions of Americans live w/o food security; the majority of these are children.  For many children the only balanced meal they receive is their school lunch.
Our future, the future of our Nation depends upon children gaining a good education.  If you don't have good nutrition you will not be able to learn or do well in school.  You will fall asleep, you will fall behind, you will not succeed as a student or as a Citizen.
We have a nation-wide problem with obesity, diabetes.  This could be stemmed if people ate better quality food. Unfortunately high fat, high sugar, high calorie foodstuffs are cheap, while good quality, organic, healthful foods are expensive, which most Americans can not afford.
The school lunch program is what many Americans rely on and the program needs to be strengthened.  Schools should not be given flexibility to replace high quality foods w/ poor quality foods.  This is wrong and not the way a nation should treat its children/",In favor of original HHFKA
2017,FNS-2017-0021-0796,nan,Constituent,"Are you all seriously this uneducated about nutrition? Do you feel better after a proper lunch, ready to be productive? It works like this for kids, too. I shouldn't even have to write this. I am so disappointed that You would do this, and yet claim the childhood obesity rates have nothing to do with unhealthy school lunches. Seriously, time to 'Adult' and do a better job.",In favor of original HHFKA
2017,FNS-2017-0021-0799,nan,Constituent,"SEEING THAT OUR YOUNGEST GENERATION EATS NOURISHING FOOD SHOULD BE THE CONCERN OF EVERY AMERICAN CITIZEN.  UNFORTUNATELY THERE ARE THOSE WHO JUST DON'T CARE!!  WE NEED A STRONG STAND FROM YOUR ORGANIZATION, AS WELL AS FROM ALL OF US WHO ARE PARENTS AND GRANDPARENTS, TO SEE THAT TODAY'S CHILDREN BECOME HEALTHY AND INTELLIGENT AMERICAN CITIZENS.  PLEASE DO YOUR PART TO SEE THAT THEY DON'T LACK FOR PLENTIFUL, HEALTHY FOOD.  THANK YOU.
LESLIE AUSTIN JOHNSON
VANCOUVER  WA",In favor of original HHFKA
2017,FNS-2017-0021-0801,nan,Constituent,"For the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. For many children whose families are living in poverty, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.
",In favor of original HHFKA
2017,FNS-2017-0021-0802,nan,Constituent,"For the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. For many kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0803,nan,,"In the interest of the health of all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. An uncomfortable statistic shows that about 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many Latino kids, and countless other children of all races/ subsets, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0810,nan,Constituent,"These ""flexibilities"" will mean poorer health for children.  For shame!",In favor of original HHFKA
2017,FNS-2017-0021-0812,nan,Constituent,"Children should be allotted nutritional foods, there is no justification for children not to eat these foods.",In favor of original HHFKA
2017,FNS-2017-0021-0813,nan,Constituent,"For the all children, I urge the USDA to maintain strong nutrition standards for meals served in schools. Providing flexibility by allowing schools to serve grains that are not whole-grain-rich and flavored milk with 1% fat would constitute a direct contradiction of the current dietary guidelines and result in a step back on the progress already made in promoting a healthier lifestyle, a healthy weight, and overall health equity. About 1 in 3 Latino families live in poverty, and 1 in 4 are food insecure, according to a 2017 Salud America! research review. For many Latino kids, school is their only chance to get a well-balanced meal. Thats why I urge you now to keep the bar high when it comes to serving nutritious food in schools across America and not reduce the nutritional quality of school food.",In favor of original HHFKA
2017,FNS-2017-0021-0816,nan,Constituent,Please protect our children's health! Children need nutritious food to stay healthy and learn well. Do not relax reduce requirements that food served at schools be healthy and nutritious.,In favor of original HHFKA
2017,FNS-2017-0021-0817,nan,Constituent,"This proposal makes no sense in the bigger picture of health. One-hundred percent of schools are already complying with the nutrition standards set forth in the Healthy, Hunger-Free Kids Act. The USDA, the creator of MyPlate, should not allow dangerously high levels of salt in school meals, which could potentially have two-thirds of a day's sodium in a single meal. As a tax-payer, and a person who deals directly with nutrition education for low-income youths, I see this as a massive detriment to a healthy future. 
I live in Idaho and our school nutrition professional are already doing a fantastic job. If we can do this, so can the rest of the country. 
The Healthy, Hunger-Free Kids Act is a blessing. We should be moving forward, not backward.",In favor of original HHFKA
