year,commentid,form_letter,org_type,comment,stance_1_cat3
2017,FNS-2017-0021-0735,nan,Constituent,"I think that its going to be better for the whole school. I am a student and the lunches are horrible, and taste nasty. Yeah, kids will gain a little weight, but thats what gym class is for, to get exercise. I totally agree with this new lunch system.",In favor of flexibilies
2017,FNS-2017-0021-0743,nan,Constituent,"As a teacher I have seen countless children toss out whole plates of food on a daily basis due to the lack of flavor or appealing options of food served to them. For some children the only meal that they can count on daily is a school served meal, wouldn't it be great if we could ensure that it is a meal that they are eating? Wouldn't it be amazing if our children could take pride in the cafeteria meals served and look forward to a delicious meal prepared and not just the free time? I fully support the relaxed rules and look forward to the change for the 2018-2019 school year. I too may even enjoy the cafeteria prepared meals again too.  ",In favor of flexibilies
2017,FNS-2017-0021-0746,nan,Constituent,"I think better school meals should be offered to student's all across the nation because although saltier and greasier foods could possibly increase obesity in the United States, kids all over the nation yearn for a tastier lunch. I think that because we, the students, are the ones who have to eat it every day, we should be the ones who decide what we get to eat. I think more seasoning, like salt, should be added to the foods. Whole grains are fine, but more white bread should be served more often.Also, at my school, there would be chips, cookies, and drinks for sale at lunch. i think those should once again be sold.  ",In favor of flexibilies
2017,FNS-2017-0021-0751,nan,Constituent,"I do not think we need to have flavored 1% milk.  The students are accustomed to skim milk and readily accept it.  
Please do not make the sodium requirements more restrictive.  Unless the entire food industry follows the sodium guidelines, it will only result in lower participation numbers.  I think naturally occurring salt in food should not be counted.
Whole grains are not more nutritious than processed grains.  I wonder if there have been studies done on the rise of whole grain coinciding with the rise in gluten intolerances.",In favor of flexibilies
2017,FNS-2017-0021-0785,nan,Constituent,"Children need meals with whole milk - not 1 percent or fat free milk!  They also should be served whole grains as opposed to white rice; vegetables and a choice of meat which doesn't contain a lot of saturated fat.
I strongly urge you to provide meals to children according to the Snap standards - a lot of kids come from families who have very little income and/or no jobs.  There such children are all the more vitally dependent on receiving AT LEAST one meal a day which is loaded with vitamins, and good tasty food!",In favor of flexibilies
2017,FNS-2017-0021-0833,nan,Constituent,"I understand that you would like everyone at school to eat healthy but its to healthy. Students won't eat it. After a long morning of working hard and using our energy we need our energy back. The way the food is right now barely anyone will eat and that effects how the rest of our day will go, it might even effect our grades. We NEED more food that will not only look good but will taste great also. Passing this law will have students looking forward and excited to eating school lunches. Thank you.",In favor of flexibilies
2017,FNS-2017-0021-0836,nan,Constituent,I think it would be good to cut back on whole grain and other foods because kids need to be able to eat foods they like. Foods they don't like get thrown away and waist money. All they have to do to stay healthy is work out a couple times a week.,In favor of flexibilies
2017,FNS-2017-0021-0892,nan,Constituent,This is a good idea because most kids or young adults will go without eating if they don't like the food. But they should still have to give use whole grain breads because white bread has the nutrients you need from whole grain bread proccessed out. I know I would prefer to eat the bad stuff and stay healthy than eat the good stuff and not have all the nutrients I especially need as a kid.,In favor of flexibilies
2017,FNS-2017-0021-0893,nan,Constituent,I think the children like us at school need regular food instead whole grain food cuase whole grain food dont taste good and does not give us the nurtients that we need on a daily basics.,In favor of flexibilies
2017,FNS-2017-0021-0894,nan,Constituent,School lunches should change because having the same school lunches is extremely boring. Kids get tired of having the same school lunches.,In favor of flexibilies
2017,FNS-2017-0021-0895,nan,Constituent,I think taking out the wheat bread is a good idea because that kind of bread is disgusting ,In favor of flexibilies
2017,FNS-2017-0021-0896,nan,Constituent,"I think that kids should get to pick what they want to eat having just wheat food all the time is not good for kids. Maybe y'all should give kids chips, ice cream, cookies,and much more it should be the kids choices.",In favor of flexibilies
2017,FNS-2017-0021-0897,nan,Constituent,Well first i'm thankful about this i'm so happy. The good thing many people can now eat what they used to eat i'm happy now because I don't have to wait to wait and eat something good at home. I mean yeah it was good but come on we need fat thank you.,In favor of flexibilies
2017,FNS-2017-0021-0898,nan,Constituent,"I think we should because more people will stop bringing there own lunch and eat food from the cafeteria and the schools could make more money if they bring back the vending machines and cookies, soda and ice cream. that is what i think. ",In favor of flexibilies
2017,FNS-2017-0021-0899,nan,Constituent,"To me I think that they should bring back more saltier foods, not just because it taste better to us kids but just take a second and think about if you had to come to your school or work every day and eat something that did not fulfill you hunger and plus this is just my opinion that the saltier foods taste a whole lot better the whole grain and wheat breads.",In favor of flexibilies
2017,FNS-2017-0021-0900,nan,Constituent,"Hello to whoever is gonna read this, Ever since 2012 we haven't had any actual good food in our school lunches , many kids now a days are bringing their own food because of the disgusting food we have now. Why do we need nasty healthy lunches? Isn't that why we have P.E . I see more and more kids wrinkling up their noses everyday . I usually skip lunch and breakfast during school and I know I'm not the only one that does it. Obama isn't the President anymore so why do we still have to have bad lunches? We work hard all day in our classes at-least we could get is a nice meal. Please feel free to contact back to me if there's anything you'll like to discuss.",In favor of flexibilies
2017,FNS-2017-0021-0901,nan,Constituent,"We need real food instead of whole grain food and vegetables and we need choices and chips, cookies, drinks, and a buffet, and a salad bar for us to choose different choices of food and variety and ice creme machines with different flavors and toppings and frozen yogurt. We should get to have candy bars and vending machines with snacks that some of them are healthy and some are not and many choices and variety's.  ",In favor of flexibilies
2017,FNS-2017-0021-0902,nan,Constituent,"I think if we get better food more people will get school food. Half of the people bring food from home. Including me, I haven't been through the school line in about 2 years. When we had cookies and chips, i went through the line almost everyday! I think we should be able to drink something other than milk. Everyone don't like milk, and everyone cant drink milk! I think there should be a fountain drink thing, were we fix our own drink. ",In favor of flexibilies
2017,FNS-2017-0021-0999,nan,Constituent,"I think this rule is going to help millions of children nationwide. There are over 13 million children in the United States who do not get the nutrition they need to thrive (""Hungry Kids Aren't Getting the Resources they Need,"" Share Our Strength). Children deserve to hit the ground running, per se, when it comes to growing up and they can't do that if they do not receive proper nutrition. This rule allows operators to give those children the healthy ingredients and nutrients that they need. I find this rule incredibly useful and necessary in order for children to reach their full potential.",In favor of flexibilies
2017,FNS-2017-0021-1001,nan,Constituent,"I really like that the new school lunch is more appealing,because this way kids will want to eat at school. In school 4( LMS ) there are kids that do not eat the school lunch cause they do not like the tase. There are some kids that don't even eat a meal in the morning and then not the eat at lunch ether that is bad for you health. This is because your not getting the protin that you need ever day. Also in the text it states that ''According to new rules by the U.S. Department of Agriculture (USDA), schools can now be more flexible with the lunch options they serve. In 2010, President Obama signed the Healthy, Hunger-Free Kids Act, which required schools to serve more grains, fruits and veggies. But the new changes aim to make student lunches more nutritious and appealing.''",In favor of flexibilies
2017,FNS-2017-0021-1005,nan,Constituent,"I think it is a good idea. Usually having food that should be salty, but is plain is nasty like burritos. I think red sauce pastas should be taken out because they taste like freezer burn. I think juice should be available to students who cant buy a water, and don't prefer milk",In favor of flexibilies
2017,FNS-2017-0021-1016,nan,Constituent,"Having worked in the NSLP for over 30 years I can tell you the students do Not like the Obama rules.  I got so many complaints from students that I had the White House switchboard number in my phone and offered it to students to allow them to call and complain to someone ""who Could Do something about the regulations"".  Few accepted the offer knowing it would do them no good to complain to the government.  Just as an FYI these students all got their meals for free and had parents who voted for Obama, but knew they would not be listened to.    BTW from kindergarten to high school one of the largest beefs they had was when milk was cut from 1% to fat free (skim). In my humble opinion dump all the Obama regulations. Parents, quit letting the government dictate what your kids can eat... pack their lunches,  get them away from the TV, away from video games, within reason, let them walk to school a couple times a week and play outside.  ( you might even benefit from joining them)",In favor of flexibilies
2017,FNS-2017-0021-1021,nan,Constituent,thank you!   We appreciate the help and understanding of the challenges that face school nutrition and food service programs daily.  ,In favor of flexibilies
2017,FNS-2017-0021-1027,nan,Constituent,"I am in complete favor of the school lunch program being reversed.  Due to job recruiting opportunities, I have moved our family to 3 different states in the period after Obama era school lunch changes took place (Ohio, Illinois and Washington).  It was the same wherever we went, my kids would come home very hungry (and not for a normal after school lunch) and with comments on how much cafeteria food is in the trash and how horrible the food was.  This caused my kids to eat almost a full meal size after school snack because of how hungry they were.  They would even have to pack some snacks in their bags to get through the day (and of course, they would take extra snacks for their friends who were also starving).  And yes, as a single mother of three, this hit my wallet pretty good since I was now paying out even more money for extra food. Not only that, but their eating schedule was completely ruined.  Since they ate robustly right after school, they weren't hungry for dinner.  Then breakfast was a quick bowl of cereal that was definitely not going to cover a skipped lunch. And the cycle of imbalanced meals continued.  It was heinous!   So yes...kudos to the Trump Administration for reversing this terrible rollout for a healthier menu.  The idea is admirable but the implementation was not executed effectively.   PLEASE do not go back to Obama era lunch program! ",In favor of flexibilies
2017,FNS-2017-0021-1028,nan,Constituent,If kids won't eat the food...then how is healthier food helping?  A wider variety of food is definitely needed.,In favor of flexibilies
2017,FNS-2017-0021-1029,nan,Constituent,I don't like the food that we have now i wish that we had our snack machine back and the drink machine back because we don't like the wheat bread.,In favor of flexibilies
2017,FNS-2017-0021-1063,nan,Constituent,"yes because i like to eat salt foods
",In favor of flexibilies
2017,FNS-2017-0021-1069,nan,Constituent,"I urge that this rule be enacted. This rule would help smaller schools that struggle to obtain the proper foods for financial reasons. It is not ideal to allow flexibility in milk, whole grain, and sodium requirements, but it ensures that low income children are still being fed. While I agree with allowing this flexibility, I hope that the Food and Nutrition Service continues to push for better nutrition in schools. I also hope that while enacting this rule, the Food and Nutrition Service will limit giving flexibility to only those schools that desperately need it. 
",In favor of flexibilies
2017,FNS-2017-0021-1076,nan,,"i agree with keeping the sodium levels at level one - i feel this should be made a permanent change.  Level one keeps sodium low without influencing the flavor of foods.  
",In favor of flexibilies
2017,FNS-2017-0021-1078,nan,Constituent,"Re: Flexibilities for Whole Grains:
I have been with the Sacramento City Unified for 10 years.  The Whole Grain requirement while worthy does impact districts that are diverse such as ours with a high Asian population.  These students do not eat brown rice at home.  What ends up happening is they select the rice bowl , eat the veggies and meat and toss the rice.  In addition the whole grain chow mien is also not a favorite.  A better solution may be to offer brown or white rice or chow mien and let the student choose or allow flexibility for 1 or 2 non-whole grain options per week?    For true flexiability a solution beyond a waiver needs to occur.  Asking districts to submit a waiver and knowing that California will deny it anyway keeps us from even trying.  We are building a central kitchen and looking forward to making our own pizza dough and dinner rolls.  The popularity of these items will depend on the success of a palatable whole grain flour.   It would be nice if the flour could be mixed or if on occasion a white enriched grain dinner roll could be served instead.   All you have to do is attend any school and see that the kids don't even select the whole grain dinner roll and therefore eat less, or they select it and toss it.  
Re:  Flexibilities for Sodium Targets
Sodium studies and results must be completed before future sodium restrictions are enacted.  ",In favor of flexibilies
2017,FNS-2017-0021-1083,nan,Constituent,"Executive Summary  The implementation of this interim rule allowing flexibility in three main areas of school menu planning involving milk, whole grains, and sodium will be beneficial to children across the United States. Several positive effects brought upon by this rule include increase in student participation, improvement in students’ health and well-being, and decrease in loss of revenue in participating schools. As a proactive citizen, I believe that this rule is a practical step to help encourage and introduce students to eat nutritious meals and practice healthy lifestyles.  
 
Background Schools rely upon Child Nutrition Programs (CNP) to provide meals to students across the U.S. Such programs include the National School Lunch Program (NSLP) and the School Breakfast Program (SBP). About 30.4 million students rely on NSLP and 14.6 million students rely on SBP every day (“School Meal Trends & Stats,” 2017). The CNPs are also an avenue for many low-socioeconomic students to receive meals. From 2015-2016, about 21.6 million lowincome children participated in NSLP and about 12.1 million low-income students partook in the SBP (“National School Lunch Program,” 2017; School Breakfast Program,” 2017).  
 
Implications of Proposed Rule  The implementation of this rule upon CNPs will prove to be advantageous for schools and students across the U.S. The flexibilities granted for CNP menu planning operators include allowing flavored low-fat milk, non-whole grains to be included in food, and retaining the Sodium Target 1 (USDA, 2017).  
 
These flexibilities would be a step in the right direction to encourage and help increase children participation in school meal programs. Though the purpose of the prior stringent menu requirement was to facilitate healthier eating habits for children, this was not seen to be the case at some schools. One study indicated that though children were forced to choose healthy foods to eat, consumption of these foods was very low and about 56% of the students were actually throwing away the food (Cha, 2015). Consequently, students become hungry throughout the day, which impairs attention, cognitive processing, and academic performance (Michigan.gov, 2017). Furthermore, offering food that would be more appealing to children would most likely increase student participation in school meal purchases (Mecia, 2017). Additionally if more children participate in eating school meals, students would probably be less hungry during the day, which would enhance their academic performance.  
 
 By granting permission to CNPs to be more lenient in the menu planning, students would be more likely to eat foods that contain essential nutrients. For example, allowing schools to offer flavored low-fat milk to children would actually entice them to drink more milk and gain essential nutrients. Health officials may be under the impression that offering students flavored milk would contribute to the obesity crisis on the basis that it is unhealthy and has high sugar 
                                                                                                                                                       
 2 
content and calories. However flavored milk, such as chocolate milk, contains the same essential nutrients as regular white milk, and children who drink flavored milk do not have a higher BMI than those who drink regular milk (“Truth About Flavored Milk,” 2015). Also, the added sugar content in flavored milk is just 3% with the rest of the sugar content being naturally occurring lactose (“Truth About Flavored Milk,” 2015). Allowing schools to have the flexibility to offer flavored milk in schools would encourage students to make smart eating choices, such as drinking milk rather than unhealthy sugary sodas and juices. Recent trends show that there has been a decrease in milk consumption in schools (USDA, 2017). This rule will help increase milk consumption which is essential for children since milk is a source of calcium and vitamin D to help bone growth (USDA, 2017).   Lastly, this new rule will help schools compensate for loss of revenue and high cost expenditures. Some schools that participate in the NSLP are considering leaving the program due to a low frequency of low-income children buying school lunch resulting in a significant loss of revenue (Sifferlin, 2013). The U.S. Department of Agriculture (USDA) reimburses $2.93 per eligible student (receiving a free or reduced lunch) to schools that take part in the NSLP, and an additional 6 cents following standard guidelines (Sifferlin, 2013). This poses a problem for small and private schools because they have a very small population of low-income students to partake in the NSLP in order to receive adequate reimbursements from the USDA. Strict dietary guidelines without reimbursement from the USDA impose high costs to feed children healthy meals in small schools (Sifferlin, 2013). If this rule is implemented it could conceivably increase student participation in purchasing school meals which in turn would generate revenue for schools that have suffered monetary hardships. 
 
 Some concerned individuals with opposing views may find that this rule would undo all the progress being made to prevent children from eating unhealthy food while at school. However, we must take into consideration the negative consequences brought upon by these dietary regulations that cause children to skip eating lunch because they do not find the new healthy food appealing or delicious. Furthermore this would cause students to become malnourished since they are skipping breakfast or lunch. Other initiatives must be implemented to help students eat healthy food in school without forcing them to go hungry and compromise their health.    Conclusion  As a conscientious citizen, I believe that the implementation of this ruling would be beneficial to both students and schools. Therefore, I strongly urge the USDA to enact these menu-planning flexibilities for CNPs and schools, to ensure children are receiving meals that are enticing without sacrificing students’ well being and to lessen the monetary burden upon participating programs and schools.   ",In favor of flexibilies
2017,FNS-2017-0021-1084,nan,Constituent,"Executive Summary 
 
My name is Elizabeth and I am a graduate student at the University of Michigan School of Public Health. I am writing to express support of the proposed interim rule (RIN: 0584-AE53) that would allow for flexibility under 3 regulatory requirements. This proposed rule would reduce some of the burdensome constraints School Food Authorities (SFAs) experience in providing meals while maintaining regulations on key drivers of childhood obesity such as caloric content and trans fats.  
 
Background 
 
Participation in the National School Lunch Program (NSLP) and the School Breakfast Program (SBP) reduces food insecurity, improves dietary intake, positively impacts health and obesity rates, and supports a better learning environment.  • During the summer, rates of food insecurity rise when students are unable to obtain meals through the NSLP or the SBP (Lill, n.d.).  • Secondary education students who eat breakfast tend to have a lower body mass index (BMI), where a high BMI can be interpreted as an indicator of obesity (Fiore et al., 2006).  • On average, school lunches offer better nutrition than packed lunches brought from home (Farris et al., 2014). • Studies have found a positive relationship between childhood nutrition and academic achievement (Glewwe et al., 2001). Behavioral, emotional, and academic problems are more common among children experiencing food insecurity (Kleinman et al., 1998). 
 
Constraints on School Food Authorities 
 
The flexibility allowed in the proposed interim rule would help alleviate some of the overwhelming regulatory, operational, and financial constraints School Food Authorities (SFAs) experience in the procurement, preparation, and service of meals.  
 
The 2012 USDA nutritional standards for NSLP and SBP meals make up an 80 page document that details the quantity and frequency of at which micronutrients and macronutrients must be served (Nutritional Standards, 2012). The complexities of these standards, with state and local level variations, make compliance difficult for health professionals, advocates, and SFAs to understand and implement (School Meals, 2014). When combined with the demands of students’ preferences, meeting such constraints are an operational and financial challenge as well.  
 
SFAs have reported operational challenges related to the procurement, preparation, and service of meals as a result of the 2012 Rules. In School Year (SY) 2013-2014, 81% of SFAs reported procuring products to meet standards a challenge (Murdoch et al., 2016). In SY 2013-2014, 93% of SFAs reported that maintaining their budget was a challenge (Murdoch et al., 2016). The federal reimbursements for these programs barely cover the costs of labor, equipment, and overhead, leaving very little funds for the cost of the food itself.  
 
The flexibilities on the fat content of milk, whole-grains, and sodium content, would make compliance to standards less operationally and financially challenging. Given the critical 
importance of the NSLP and SBP in addressing food insecurity, childhood obesity, nutritional intake, and academic performance, this rule should be implemented to reduce the regulatory, operational, and financial constraints imposed on SFAs.  
 
Drivers of Childhood Obesity 
 
The CDC highlights high caloric content and low-nutrient content as characteristics of a diet that can lead to childhood obesity (CDC, 2016). The CDC also cites the federal Dietary Guidelines for Americans to dictate what constitutes a healthful diet, the same guidelines used to regulate NSLP and SBP meals (CDC, 2016). Even under these flexibilities for milk, grains, and sodium, the regulations would continue to comply with almost all the nutrient guidelines under Dietary Guidelines for Americans. Furthermore, NSLP and SBP meals would still provide the appropriate calorie and nutrient content for students.    As stated previously, NSLP and SBP reduce food insecurity, which is associated with increased risk of obesity (Adams et al., 2003). Because high-calorie, low nutrient foods are accessible and inexpensive, food insecure children are more likely to experience obesity (Guthrie et al., 2009). Packed lunches from home were found to be more likely to fall in the high-calorie, low-nutrient category than school lunches (Farris et al., 2014). By removing some obstacles and complexities, more school districts can participate in NSLP and SBP and reduce food insecurity and childhood obesity at faster rates.  
 
Conclusion 
 
Because NSLP and SBP meals are essential to reducing food insecurity, childhood obesity, and improving the academic performance of students, I support the proposed interim rule as it stands because it reduces the burdensome regulatory, operational, and financial constraints on SFAs while maintaining healthful dietary guidelines.  ",In favor of flexibilies
2017,FNS-2017-0021-1087,nan,Constituent,This is a great idea. Now food will taste better and more kids at my school might start eating the school's lunch.,In favor of flexibilies
2017,FNS-2017-0021-1089,nan,Constituent,"Having the flexibility to offer non whole grain rich options to the children at school level is a big relief. Some of the products used at my school are very good, while others fall short on taste. It will be nice to change some of the menu items, while leaving the others whole grain rich.",In favor of flexibilies
2017,FNS-2017-0021-1090,nan,Constituent,"I whole heartedly agree that these changes should be made.  However, I would encourage you to make the whole grain rich flexibility a standard.  Currently SFA's having to fill out a waiver request to our state agencies in order to provide non whole grain rich products in their schools.  We are required to provide documentation on these items.  Many school districts in our area are receiving rejection letters because they have not provided enough documentation.  This is quite a burden on our school districts to require us to do this, and we will be required to refile every year.  Please consider making it a standard that SFA's can provide 50% of their grains as non-whole grain rich products, without have to petition our state agencies. ",In favor of flexibilies
2017,FNS-2017-0021-1096,nan,Constituent,"Keep the sodium 1 level, that is workable, sodium 2 level does not have science to back-up that change. 
Rolling back to 50% of grains being whole grain rich is a great way to balance the changes with the students, not everything is good with whole grain, CHICKEN PRODUCTS ARE TERRIBLE  and that's a staple of school lunch. 
PASTA IS ALSO A TURNOFF TO STUDENTS WHOLE GRAIN, LET'S REMEMBER KIDS EAT WITH THERE EYES!
If our food does not have eye appeal, we've lost them before they've even taken a bite. It's only nutrition if they eat it!
1% flavored milk  will bring kids back to drinking milk again.
Another item for consideration is the middle school age students calorie cap, these students are only allowed 50 more calories than a kindergartener, come on!",In favor of flexibilies
2017,FNS-2017-0021-1097,nan,Constituent,"As an RD working directly in K-12 Schools I have some suggestions based on my hands on experiences with these guidelines since they've been released:
1. leave the milk as it is... the kids are used to the fat free flavored milk so why change? 
2. Change the whole grain requirement back to what it was when the new guidelines started, at least 50% of products offered need to be whole grain rich;  As an RD, I would counsel someone to make sure at least 1/2 their grains are whole grain, so why put a burden of 100% whole grain on schools?  Some products just are not popular when whole grain, such as pasta, so it would increase the chance of a child eating the meal if it was non-whole grain in this instance (and in some cases these may be the only meals some kids are getting!!).  Get rid of the waiver though and just allow it for all.  The waiver is cumbersome and confusing to keep track of.  Just allow all to do it as 50% or more being whole grain.  Schools who have successfully implemented 100% WG can stay that way if they prefer, but it gives more flexibility to the others that are struggling.
3. Sodium requirements i think are good as they are.  The struggle really with the sodium (and fat and calories) is that you have it based on how many students are planned to take each meal... so one district could be fine with sodium since most kids pick lower sodium options, while other schools may struggle because their kids love the deli sandwiches.  A better approach to the nutritionals in general would be to look at each complete meal that the school plans to serve and give a range that these nutrients needs to be within based on just that meal.  This way you can analyze the nutrients of the  actual meal rather than just an average based on student preference.  
Thank you ",In favor of flexibilies
2017,FNS-2017-0021-1117,nan,Constituent,"As a registered dietitian nutritionist working in school nutrition, I support this final rule for flexibility with milk, whole grains and sodium requirements. While our primary goal is nourishing students so they are healthy and ready to learn, menu acceptability and student preference must also be considered; especially regarding the sodium limits. When manufacturers decrease sodium content they are forced to substitute with other food additives while decreasing taste, in some cases. A similar case can be made for flavored milk. While the sugar content is added and higher than unflavored, we also recognize that school-aged students do not get sufficient Calcium which puts them at greater risk for bone-related diseases and injuries. Students, families and communities understand the position of USDA but some flexibility is needed so school districts can accomplish their mission of creating healthy, nutritionally-balanced individuals who contribute to this society. ",In favor of flexibilies
2017,FNS-2017-0021-1237,nan,Constituent,"I believe it would be in the best interest of the child nutrition programs to continue the flexibilities for milk, whole grains, and sodium requirements indefinitely.  All of these nutrition requirements have great intentions, but they don't matter unless the kids are eating the food.
The Dietary Guidelines for Americans recommend fat-free or low-fat milk options.  I think the child nutrition program requirements should line up with that.  Would you rather your child drink 1% chocolate milk or skip the milk altogether?  There are too many important nutrients in milk to worry about a little extra fat and/or sugar.
The Dietary Guidelines also recommend that you make half of your grains whole grain throughout the course of the day.  We have made great strides in getting the kids to accept whole grain breads and buns, but there are still some items (whole grain biscuits and pasta) that the kids do not appreciate.  Also, some of these whole grain products we are serving the kids actually contain more sodium, fat, sugar, and calories than their non-whole grain counterparts because manufacturers are trying to make them more palatable to students.  Is making a biscuit higher in saturated fat and sodium worth it for an additional 1 gram of fiber?  I think not.  Yes, we could make an amazing whole grain biscuit from scratch that I am sure the kids would love and would be better nutritionally, but school cafeterias are constantly short-staffed.  They can't find full-time and part-time employees, let alone substitutes. If you do find someone to work, they are probably lacking basic cooking schools. Extending the whole grain waivers is fine, but I think it makes a lot more sense to eliminate the extra paperwork and red tape and just make the requirement that half of the grains offered over the course of the week must be whole grain-rich.
The sodium targets are probably the biggest challenge with the average school in the United States.  Schools are trying new recipes and manufacturers are reducing the amount of sodium in pre-made products.  Meeting target 1 or target 2 for sodium is not really the issue.  The issue is getting the kids to still eat the meals when those targets are being met.  I walk into schools where salt packets and salt shakers are being brought from home and passed around the high school cafeteria.  We know we should eat less salt.  We know our students should eat less salt.  I also know, however, that saltiness is something your taste buds adapt to.  If you start eating a lower sodium diet, you may eat fast food french fries and gag because they are so salty. If you eat a high salt diet, you may add salt to the same fast food french fries because they aren't salty enough for your taste.  So, in theory our students should adapt to a lower salt diet, right?  Not so fast! We are typically only feeding them 1-2 meals a day, 5 days a week.  If they are going home to eat at restaurants or convenience foods prepared at home that are high in salt, our meals are never going to have enough salt for them.  We are going to continue to have complaints and salt shakers passed around the cafeteria.  Sodium intake is definitely a public health issue.  For the target 2 and target 3 sodium restrictions to ever work widespread in the average school, something must change in the homes of our students.  We can't win them over to lower sodium diets on only 1 meal a day.  I think we need to stick with sodium target 1.",In favor of flexibilies
2017,FNS-2017-0021-1264,nan,Constituent,"I work at a school district and I prepare food. In doing this I have found it difficult to prepare food the children will eat with all the regulations out there today.
If the guidelines where a little more flexible we may be able to offer things children will eat. Therefore making a better day for them at school. Such as consentration of school work
more energy to focus, and in general just being able to enjoy their meal. I feel lifting the guidelines a little will not impact their health. It will in long run be better for school 
participation. Melissa ",In favor of flexibilies
2017,FNS-2017-0021-1265,nan,Constituent,"I work at a district that serves school lunch, breakfast and snack at 100+ schools with high free/reduced meal eligibility.  Anyone who walks into a school at lunch time can observe the amount of food that goes in the trash.  Many students eligible for free meals are not eating the entrees- especially those with whole wheat pasta.  Some do not order and bring a sandwich from home.  Others go hungry.  A number of children that are eating are complaining but at least eat some of the entree. As much as we try to revise recipes, locate new products and educate the children, we still see too many children that will not eat the food. I agree with the interim rule in keeping the sodium levels at the current level. We would also welcome relaxing the whole grain requirement just a bit.  The meals would still be nutritious, yet not so strict that the the food will be dumped in the trash.  There has to be a happy medium.  Also, meals are not the only issue contributing to obesity.  Focus should continue on physical acitivity in the schools.   ",In favor of flexibilies
2017,FNS-2017-0021-1266,nan,Constituent,"As a newer Food Service Director, I find the requirements more difficult than they need to be. I see the reason for the requirements, but I think there should be a happy medium to them. ",In favor of flexibilies
2017,FNS-2017-0021-1302,nan,Constituent,"I would request that the 100% whole grain requirement would be changed back to 50% of all grains be whole grain. This would allow our school district to offer a better tasting lunch to students. There just are some whole grain foods that are not well accepted by students. Our participation numbers on those lunch days are down.
I would like to see the current sodium standard stand and not move to level 2. 
We do not have any issues with milk.
Thank You,",In favor of flexibilies
2017,FNS-2017-0021-1308,nan,Constituent,I think USDA should do away with the whole grain option as the pasta is terrible and so are most of the other whole grain options. Sodium targets are fine where they are at now and students have excepted the milk. You can't feed a healthy school lunch when the students won't eat it and it goes in the trash.,In favor of flexibilies
2017,FNS-2017-0021-1951,nan,Constituent,"These flexibilities are necessary and important for SFAs to maintain some local control, and important to industry to manufacture to. I believe, however, that they should be made permanent. Specifically, maintain the Target 1 sodium levels and eliminate future targets.The Institute of Medicine warned that reducing the sodium content of school meals as specified and in a way that is well accepted by students will present major challenges and may not be possible.(SchoolMeals:BuildingBlocksforHealthyChildren,2010)
Additionally, restore the initial requirement that at least half of grains offered with school meals be whole grain rich.The current mandate that all grains offered be whole grain rich has increased waste and costs and contributed to the decline in student lunch participation. Students are eating more whole grains, but schools still struggle with students regional and cultural preferences for specific refined grains, such as white rice, pasta, grits or tortillas.The temporary whole grain waiver process is inconsistent across states, limiting the availability of waivers to struggling schools unable to meet overly burdensome application mandates. The waiver process also makes it difficult to manufacture and perfect foods, because down the road industry ""might"" have to change the formulation in the future. It just makes for bad business all around, and ultimately it is the students who suffer. ",In favor of flexibilies
2017,FNS-2017-0021-1992,nan,Constituent,"It is very difficult to serve a whole grain once a day everyday, due to having a limited variety of choices. I think a few times a week would be better than everyday, because of lack of variety to serve. Thank you.",In favor of flexibilies
2017,FNS-2017-0021-2000,nan,Constituent,"Thank you for accepting comments on this most welcome interim final rule for flexibility in school meal programs.  These proposals are all reasonable, cost-effective and allow school districts to continue to offer healthy attractive choices to students. 
Maintain Target 1 sodium limits.  There is simply no science-based evidence that lowering sodium below this level will deliver any benefits to healthy children and teens.  Even though my school district is small we have made a commitment to serve as much fresh, scratch-made food to the students as possible.  We employ two professionally trained chefs and have the ability to control the sodium in our recipes to a high degree.  But even with all their skills we cannot lower sodium levels to Target 2 or below without the most severe loss of palatability or even outright impossibility.  The difficulties involved are insurmountable and put districts in the position of having to turn to industrial food products where chemicals, additives, etc. are used to bring products into compliance.  We have already seen this in the Smart Snacks program where Hot Cheetos, frosted toaster pastries and ice cream stay on while chef salads and turkey sandwiches are eliminated.  I jokingly tell people that the Smart Snacks rule ought to be ""If it can be made by a human person in a kitchen you cannot serve it.  If it can be made in a lab, you can.""  Please don't let this happen to meal programs as well.
Waivers for whole-grain foods.  It is very important to allow districts the ability to receive whole-grain waivers for specific items.  Doing so is consistent with the Dietary Guidelines for Americans which do not require 100% whole grains at all times.  Tastes and food cultures vary across America and some 100% whole-grain items are completely unacceptable in some areas (example:  whole-grain grits in the South.)  Some whole-grain items also have a different functionality in the cooking process that cannot be overcome.  In my district we have one central kitchen that cooks for all our locations and we send the food out hot.  The food needs to be able to be kept at a safe temperature for up to three hours.  Whole-grain pasta cannot.  After 90 minutes, the pasta disintegrates into small rice-like pieces.  A recent study by the School Nutrition Association reiterated that over 70% of schools report significant problems with pasta.  Instead of a one-size-fits-all, allowing the flexibility to districts to make a judgement call on a few items that are not acceptable to their students is a prudent solution.
I appreciate you taking my comments into consideration as you finalize flexibility for school meal programs.
",In favor of flexibilies
2017,FNS-2017-0021-2202,nan,Constituent,"PLEASE DO NOT discard some of the current science-based nutrition standards and allow schools to serve meals with:
more sodium,
fewer whole grains; and
flavored milk with higher saturated fat and more calories.
PLEASE, kids deserve healthier school meals!!",In favor of flexibilies
